City,Geographic Identifier,Area Name,Total Population,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino,,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races
3651583,16000US3651583,North Boston CDP,2694,2662,2688,,0,0,0,0,0,26,6,6,0,0,0,0,0,0
3651792,16000US3651792,North Collins village,1370,1222,1343,,27,36,22,0,3,33,27,23,0,0,4,0,0,0
3651847,16000US3651847,North Creek CDP,698,642,698,,0,0,17,0,0,39,0,0,0,0,0,0,0,0
3651915,16000US3651915,Northeast Ithaca CDP,2811,1653,2711,,91,0,804,0,1,162,100,81,0,0,19,0,0,0
3652040,16000US3652040,North Gates CDP,9581,6755,8870,,1210,0,685,0,0,220,711,276,0,129,0,0,231,75
3652078,16000US3652078,North Great River CDP,3883,3123,3458,,139,1,131,0,0,64,425,319,9,0,0,0,32,65
3652188,16000US3652188,North Haven village,884,862,876,,0,0,0,0,0,14,8,3,0,0,0,5,0,0
3653022,16000US3653022,North Hills village,5796,3474,5553,,129,0,1950,0,0,0,243,240,0,0,0,0,3,0
3653055,16000US3653055,North Hornell village,775,741,767,,2,0,10,0,0,14,8,8,0,0,0,0,0,0
3653198,16000US3653198,North Lindenhurst CDP,10624,6926,8457,,1071,0,259,0,10,191,2167,1533,12,0,0,0,589,33
3653231,16000US3653231,North Lynbrook CDP,464,295,387,,0,0,92,0,0,0,77,77,0,0,0,0,0,0
3653253,16000US3653253,North Massapequa CDP,18505,17046,17664,,121,0,316,0,11,170,841,590,22,39,0,49,141,0
3653264,16000US3653264,North Merrick CDP,12170,9748,11186,,648,0,589,0,0,201,984,801,0,0,0,0,152,31
3653275,16000US3653275,North New Hyde Park CDP,15080,7474,13392,,14,27,5564,0,164,149,1688,964,0,0,0,0,559,165
3653319,16000US3653319,North Patchogue CDP,7657,5314,5620,,22,0,217,0,0,67,2037,1791,0,0,0,0,211,35
3653396,16000US3653396,Northport village,7328,6741,6979,,160,0,58,0,0,20,349,349,0,0,0,0,0,0
3653462,16000US3653462,North Rose CDP,466,394,415,,5,0,5,0,0,11,51,47,0,0,0,0,4,0
3653561,16000US3653561,North Sea CDP,4597,3951,4025,,0,0,74,0,0,0,572,536,0,0,0,0,36,0
3653660,16000US3653660,North Syracuse village,6767,5903,6611,,231,47,18,0,0,412,156,144,0,0,0,0,12,0
3653682,16000US3653682,North Tonawanda city,30487,28807,29962,,319,88,152,0,28,568,525,381,0,0,0,0,112,32
3653748,16000US3653748,North Valley Stream CDP,18661,2835,15424,,9326,36,2311,16,382,518,3237,1734,148,0,0,0,1206,149
3653770,16000US3653770,Northville village,1051,1046,1050,,4,0,0,0,0,0,1,0,0,0,0,0,1,0
3653775,16000US3653775,Northville CDP,1370,1242,1278,,36,0,0,0,0,0,92,36,0,0,24,0,32,0
3653792,16000US3653792,North Wantagh CDP,11720,9897,10430,,35,15,303,0,0,180,1290,1148,44,16,12,0,52,18
3653852,16000US3653852,Northwest Harbor CDP,3557,2901,3053,,87,0,38,0,0,27,504,439,0,0,0,0,48,17
3653853,16000US3653853,Northwest Ithaca CDP,1439,1059,1312,,148,0,65,0,0,40,127,26,0,0,0,0,89,12
3653979,16000US3653979,Norwich city,6718,6124,6494,,151,35,31,0,0,153,224,106,44,0,0,5,16,53
3654012,16000US3654012,Norwood village,1651,1588,1646,,3,17,14,4,0,20,5,5,0,0,0,0,0,0
3654056,16000US3654056,Noyack CDP,4372,3164,3674,,291,0,146,0,29,44,698,698,0,0,0,0,0,0
3654078,16000US3654078,Nunda village,1211,1153,1207,,54,0,0,0,0,0,4,4,0,0,0,0,0,0
3654100,16000US3654100,Nyack village,7173,3448,5899,,1937,0,305,0,62,147,1274,865,37,0,0,0,332,40
3654112,16000US3654112,Oak Beach-Captree CDP,36,36,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3654144,16000US3654144,Oakdale CDP,6984,6395,6617,,140,0,43,0,0,39,367,263,3,0,0,0,22,79
3654155,16000US3654155,Oakfield village,1718,1562,1660,,26,17,12,0,0,43,58,38,0,0,0,0,20,0
3654430,16000US3654430,Ocean Beach village,32,32,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3654441,16000US3654441,Oceanside CDP,30604,24796,26350,,333,200,870,5,18,128,4254,2799,255,75,0,0,775,350
3654452,16000US3654452,Odessa village,461,435,448,,4,0,0,0,0,9,13,13,0,0,0,0,0,0
3654485,16000US3654485,Ogdensburg city,10635,8882,10103,,774,114,115,38,0,180,532,111,37,0,0,0,331,53
3654540,16000US3654540,Olcott CDP,1282,1224,1272,,3,25,0,0,0,20,10,10,0,0,0,0,0,0
3654551,16000US3654551,Old Bethpage CDP,5283,4507,5061,,22,0,468,0,0,64,222,174,0,0,0,0,0,48
3654562,16000US3654562,Old Brookville village,1708,1274,1629,,15,0,309,0,9,22,79,74,0,0,0,0,0,5
3654617,16000US3654617,Old Field village,795,696,781,,12,0,61,0,0,12,14,11,0,0,0,0,3,0
3654639,16000US3654639,Old Forge CDP,479,417,454,,37,0,0,0,0,0,25,25,0,0,0,0,0,0
3654705,16000US3654705,Old Westbury village,4670,2881,4322,,384,3,809,0,31,214,348,172,77,0,0,0,64,35
3654716,16000US3654716,Olean city,13670,12194,13474,,476,172,269,0,1,362,196,195,0,0,0,0,0,1
3654837,16000US3654837,Oneida city,10948,10098,10679,,174,151,49,79,0,128,269,269,0,0,0,0,0,0
3654848,16000US3654848,Oneida Castle village,646,623,646,,2,4,7,0,0,10,0,0,0,0,0,0,0,0
3654881,16000US3654881,Oneonta city,13893,11346,12731,,527,15,404,0,13,426,1162,616,166,43,24,0,184,129
3655002,16000US3655002,Ontario CDP,1942,1889,1942,,20,0,33,0,0,0,0,0,0,0,0,0,0,0
3655167,16000US3655167,Orangeburg CDP,4491,3097,3990,,164,0,637,0,25,67,501,317,63,0,30,1,85,5
3655189,16000US3655189,Orange Lake CDP,6434,3146,5088,,1414,26,213,0,0,289,1346,503,475,0,0,0,259,109
3655266,16000US3655266,Orchard Park village,3148,2971,3012,,0,0,41,0,0,0,136,90,0,0,0,0,46,0
3655321,16000US3655321,Orient CDP,835,774,812,,5,12,4,0,0,17,23,11,0,0,0,0,12,0
3655365,16000US3655365,Oriskany village,1229,1183,1224,,29,0,0,0,0,12,5,5,0,0,0,0,0,0
3655376,16000US3655376,Oriskany Falls village,874,844,874,,13,0,0,0,3,14,0,0,0,0,0,0,0,0
3655530,16000US3655530,Ossining village,25086,8956,13982,,3202,0,1289,0,117,418,11104,4115,176,39,21,0,6442,311
3655574,16000US3655574,Oswego city,17470,15734,16721,,231,14,198,10,43,491,749,402,65,6,51,9,129,87
3655618,16000US3655618,Otego village,921,860,919,,7,0,17,0,0,35,2,2,0,0,0,0,0,0
3655673,16000US3655673,Otisville village,1238,982,1099,,10,0,89,0,0,18,139,118,3,0,0,0,10,8
3655816,16000US3655816,Ovid village,535,511,514,,0,0,0,0,0,3,21,20,0,0,0,0,1,0
3655882,16000US3655882,Owego village,3829,3511,3675,,38,12,57,0,0,57,154,140,8,0,0,0,0,6
3655937,16000US3655937,Oxbow CDP,116,116,116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655948,16000US3655948,Oxford village,1477,1347,1402,,47,0,0,0,0,8,75,8,0,9,0,0,46,12
3655992,16000US3655992,Oyster Bay CDP,5836,4556,4987,,201,0,149,0,0,81,849,784,0,0,0,0,65,0
3656011,16000US3656011,Oyster Bay Cove village,2080,1695,1941,,20,0,206,0,3,17,139,76,0,0,2,0,53,8
3656088,16000US3656088,Painted Post village,1612,1471,1606,,31,0,60,0,12,32,6,0,0,0,0,0,6,0
3656110,16000US3656110,Palatine Bridge village,633,583,615,,16,0,0,0,0,16,18,3,0,0,0,0,15,0
3656132,16000US3656132,Palenville CDP,1175,927,1153,,10,0,0,0,0,216,22,0,0,0,0,0,0,22
3656187,16000US3656187,Palmyra village,3354,3026,3066,,40,0,0,0,0,0,288,175,0,0,0,0,62,51
3656212,16000US3656212,Pamelia Center CDP,271,251,271,,0,0,20,0,0,0,0,0,0,0,0,0,0,0
3656231,16000US3656231,Panama village,426,417,419,,0,0,2,0,0,0,7,7,0,0,0,0,0,0
3656291,16000US3656291,Parc CDP,236,164,210,,37,0,0,0,0,9,26,0,0,0,0,0,26,0
3656341,16000US3656341,Parish village,488,447,456,,0,1,1,0,0,7,32,27,0,0,4,0,0,1
3656363,16000US3656363,Parishville CDP,781,747,754,,0,0,0,0,0,7,27,12,0,0,0,0,5,10
3656660,16000US3656660,Patchogue village,12384,7415,8605,,463,90,521,0,38,78,3779,3384,1,0,0,0,344,50
3656770,16000US3656770,Paul Smiths CDP,622,510,606,,62,4,30,0,0,0,16,0,0,0,4,0,12,0
3656781,16000US3656781,Pavilion CDP,563,563,563,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656814,16000US3656814,Pawling village,2029,1487,1595,,21,0,82,0,0,5,434,274,0,0,0,0,160,0
3656869,16000US3656869,Peach Lake CDP,1604,1446,1527,,16,0,48,0,0,17,77,69,0,0,0,0,8,0
3656902,16000US3656902,Pearl River CDP,16476,13232,15053,,514,117,1010,0,12,168,1423,790,55,0,0,0,566,12
3656968,16000US3656968,Peconic CDP,812,677,677,,0,0,0,0,0,0,135,135,0,0,0,0,0,0
3656979,16000US3656979,Peekskill city,24075,7022,13602,,5350,33,505,0,28,664,10473,2553,226,21,0,0,7089,584
3657001,16000US3657001,Pelham village,6941,4110,5876,,744,0,660,0,15,347,1065,690,16,0,0,0,338,21
3657023,16000US3657023,Pelham Manor village,5569,4212,5040,,374,0,309,0,9,136,529,402,33,0,1,0,47,46
3657177,16000US3657177,Penn Yan village,4949,4565,4764,,98,0,41,0,0,60,185,181,0,0,0,0,0,4
3657243,16000US3657243,Perry village,3418,3053,3376,,113,0,38,0,0,172,42,37,0,5,0,0,0,0
3657287,16000US3657287,Perrysburg CDP,427,415,427,,6,3,0,0,3,0,0,0,0,0,0,0,0,0
3657364,16000US3657364,Peru CDP,1597,1560,1597,,0,0,37,0,0,0,0,0,0,0,0,0,0,0
3657518,16000US3657518,Phelps village,1886,1844,1864,,3,0,10,0,0,7,22,5,0,0,0,0,11,6
3657551,16000US3657551,Philadelphia village,1087,916,1016,,58,0,8,0,0,34,71,52,0,11,0,0,0,8
3657639,16000US3657639,Philmont village,1123,1004,1085,,24,0,19,0,0,38,38,38,0,0,0,0,0,0
3657650,16000US3657650,Phoenicia CDP,218,218,218,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657661,16000US3657661,Phoenix village,2471,2344,2447,,1,16,28,0,0,58,24,24,0,0,0,0,0,0
3657749,16000US3657749,Piermont village,2540,1959,2275,,109,0,145,0,0,62,265,265,0,0,0,0,0,0
3657782,16000US3657782,Pierrepont Manor CDP,213,197,213,,0,16,0,0,0,0,0,0,0,0,0,0,0,0
3657804,16000US3657804,Piffard CDP,286,286,286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657815,16000US3657815,Pike CDP,257,221,253,,32,0,0,0,0,0,4,4,0,0,0,0,0,0
3657980,16000US3657980,Pine Bush CDP,1732,1122,1281,,142,0,0,0,0,17,451,281,0,0,0,0,118,52
3658057,16000US3658057,Pine Hill CDP,215,208,208,,0,0,0,0,0,0,7,7,0,0,0,0,0,0
3658145,16000US3658145,Pine Plains CDP,1260,1169,1183,,0,0,0,14,0,0,77,77,0,0,0,0,0,0
3658189,16000US3658189,Pine Valley CDP,674,543,585,,0,0,0,0,0,42,89,40,0,0,0,0,49,0
3658354,16000US3658354,Pittsford village,1716,1504,1647,,13,0,45,0,0,85,69,35,0,0,5,0,12,17
3658409,16000US3658409,Plainedge CDP,8975,6916,8017,,42,0,924,0,0,135,958,778,0,0,0,0,69,111
3658442,16000US3658442,Plainview CDP,26453,20470,25298,,129,16,4248,0,146,289,1155,1007,0,0,0,0,129,19
3658475,16000US3658475,Plandome village,1228,1103,1159,,0,0,56,0,0,0,69,69,0,0,0,0,0,0
3658486,16000US3658486,Plandome Heights village,967,767,923,,0,0,139,0,5,12,44,41,0,0,0,0,0,3
3658497,16000US3658497,Plandome Manor village,740,586,689,,0,0,96,0,0,7,51,24,0,0,0,0,27,0
3658541,16000US3658541,Plattekill CDP,1029,326,609,,162,0,0,0,121,0,420,350,0,0,0,0,70,0
3658574,16000US3658574,Plattsburgh city,19465,17054,18867,,733,71,549,7,66,387,598,218,78,0,0,0,240,62
3658601,16000US3658601,Plattsburgh West CDP,1296,1204,1292,,9,0,0,0,0,79,4,3,0,0,0,0,1,0
3658684,16000US3658684,Pleasant Valley CDP,1148,968,1124,,100,0,0,0,0,56,24,24,0,0,0,0,0,0
3658728,16000US3658728,Pleasantville village,7221,5114,5868,,310,0,214,0,54,176,1353,632,14,0,0,0,670,37
3658739,16000US3658739,Plessis CDP,196,186,196,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3658794,16000US3658794,Poestenkill CDP,959,952,959,,0,7,0,0,0,0,0,0,0,0,0,0,0,0
3658849,16000US3658849,Point Lookout CDP,1026,992,992,,0,0,0,0,0,0,34,34,0,0,0,0,0,0
3658937,16000US3658937,Poland village,370,361,368,,5,2,0,0,0,0,2,0,0,0,0,0,2,0
3658992,16000US3658992,Pomona village,2668,1821,2400,,323,0,203,0,0,53,268,199,19,0,0,0,33,17
3659157,16000US3659157,Poquott village,969,764,901,,12,0,84,0,10,31,68,58,2,0,0,0,0,8
3659212,16000US3659212,Port Byron village,1035,902,937,,0,0,0,0,0,35,98,87,0,0,4,0,4,3
3659223,16000US3659223,Port Chester village,29342,8991,10587,,891,8,512,9,86,90,18755,8166,311,388,49,0,9076,765
3659245,16000US3659245,Port Dickinson village,1931,1793,1904,,41,0,12,0,0,58,27,20,3,0,0,0,4,0
3659311,16000US3659311,Port Ewen CDP,3315,2765,3152,,30,0,52,0,103,202,163,62,0,0,0,0,101,0
3659322,16000US3659322,Port Gibson CDP,417,349,417,,0,0,0,0,0,68,0,0,0,0,0,0,0,0
3659333,16000US3659333,Port Henry CDP,1179,1089,1175,,7,18,0,0,3,58,4,4,0,0,0,0,0,0
3659355,16000US3659355,Port Jefferson village,7939,6462,7424,,152,0,647,0,0,163,515,398,18,0,0,0,99,0
3659377,16000US3659377,Port Jefferson Station CDP,7397,5564,6207,,148,0,351,0,0,144,1190,794,0,0,0,0,396,0
3659388,16000US3659388,Port Jervis city,8595,6396,7453,,484,39,262,0,18,254,1142,700,14,29,0,0,239,160
3659454,16000US3659454,Port Leyden village,617,610,617,,6,0,1,0,0,0,0,0,0,0,0,0,0,0
3659498,16000US3659498,Portville village,983,932,957,,0,0,0,0,11,14,26,26,0,0,0,0,0,0
3659520,16000US3659520,Port Washington CDP,15808,11866,14051,,338,0,1653,0,30,164,1757,842,21,0,31,0,863,0
3659531,16000US3659531,Port Washington North village,3200,2350,2663,,18,0,268,0,0,27,537,420,0,0,0,0,117,0
3659564,16000US3659564,Potsdam village,9154,7377,8562,,532,47,344,6,87,169,592,238,95,0,12,0,218,29
3659619,16000US3659619,Pottersville CDP,241,233,241,,4,0,4,0,0,0,0,0,0,0,0,0,0,0
3659641,16000US3659641,Poughkeepsie city,30381,12386,25405,,10765,70,290,15,93,1786,4976,1873,407,107,0,0,1877,712
3659708,16000US3659708,Prattsburgh CDP,923,878,913,,4,0,13,0,4,14,10,0,0,0,0,0,10,0
3659740,16000US3659740,Prattsville CDP,175,164,175,,0,0,0,0,0,11,0,0,0,0,0,0,0,0
3659831,16000US3659831,Preston-Potter Hollow CDP,296,291,296,,0,0,0,0,0,5,0,0,0,0,0,0,0,0
3659883,16000US3659883,Prospect CDP,426,330,426,,69,0,2,0,0,25,0,0,0,0,0,0,0,0
3659960,16000US3659960,Pulaski village,2067,2010,2042,,0,0,3,0,0,29,25,25,0,0,0,0,0,0
3659993,16000US3659993,Pultneyville CDP,623,623,623,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660103,16000US3660103,Putnam Lake CDP,3455,2251,2498,,137,0,69,0,13,28,957,319,0,0,0,0,550,88
3660408,16000US3660408,Quiogue CDP,767,483,569,,0,37,21,0,0,28,198,198,0,0,0,0,0,0
3660422,16000US3660422,Quogue village,558,489,537,,19,0,21,0,0,8,21,21,0,0,0,0,0,0
3660576,16000US3660576,Randolph CDP,1196,1140,1159,,0,8,0,0,0,11,37,30,0,0,0,0,0,7
3660598,16000US3660598,Ransomville CDP,1553,1503,1553,,20,0,0,0,0,30,0,0,0,0,0,0,0,0
3660609,16000US3660609,Rapids CDP,1014,1004,1004,,0,0,0,0,0,0,10,10,0,0,0,0,0,0
3660675,16000US3660675,Ravena village,3210,3030,3192,,134,0,0,0,0,28,18,18,0,0,0,0,0,0
3660829,16000US3660829,Red Creek village,745,675,716,,27,0,0,0,0,14,29,29,0,0,0,0,0,0
3660884,16000US3660884,Redford CDP,369,343,343,,0,0,0,0,0,0,26,11,0,0,0,0,15,0
3660895,16000US3660895,Red Hook village,1899,1674,1811,,37,0,72,0,0,28,88,88,0,0,0,0,0,0
3660983,16000US3660983,Red Oaks Mill CDP,3174,2447,2795,,194,44,110,0,0,0,379,172,0,0,15,0,159,33
3661016,16000US3661016,Redwood CDP,614,606,606,,0,0,0,0,0,0,8,8,0,0,0,0,0,0
3661115,16000US3661115,Remsen village,443,418,418,,0,0,0,0,0,0,25,25,0,0,0,0,0,0
3661142,16000US3661142,Remsenburg-Speonk CDP,1881,1590,1676,,86,0,0,0,0,0,205,204,0,0,0,0,0,1
3661148,16000US3661148,Rensselaer city,9259,7052,8682,,492,25,618,0,8,487,577,366,15,0,0,0,19,177
3661159,16000US3661159,Rensselaer Falls village,440,432,440,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
3661236,16000US3661236,Retsof CDP,118,98,118,,0,0,0,0,0,20,0,0,0,0,0,0,0,0
3661346,16000US3661346,Rhinebeck village,2570,2183,2439,,35,0,218,0,0,3,131,86,0,0,0,0,33,12
3661368,16000US3661368,Rhinecliff CDP,429,352,396,,0,0,44,0,0,0,33,16,0,0,0,0,17,0
3661434,16000US3661434,Richburg village,396,395,395,,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3661489,16000US3661489,Richfield Springs village,1016,935,963,,5,0,18,0,0,5,53,50,0,0,0,0,0,3
3661588,16000US3661588,Richmondville village,841,810,828,,1,12,0,0,0,5,13,7,1,0,0,0,0,5
3661621,16000US3661621,Richville village,267,260,265,,1,0,0,1,0,3,2,0,0,0,0,0,0,2
3661665,16000US3661665,Ridge CDP,12854,10253,11817,,874,68,462,0,71,89,1037,945,21,0,0,0,42,29
3661797,16000US3661797,Rifton CDP,224,209,209,,0,0,0,0,0,0,15,15,0,0,0,0,0,0
3661874,16000US3661874,Ripley CDP,734,674,710,,6,0,0,0,0,30,24,0,0,0,0,0,24,0
3661973,16000US3661973,Riverhead CDP,14196,7176,10352,,2572,0,405,0,40,159,3844,2966,96,0,0,0,751,31
3662061,16000US3662061,Riverside village,438,427,438,,7,0,0,0,0,4,0,0,0,0,0,0,0,0
3662066,16000US3662066,Riverside CDP,2362,1086,2003,,834,0,29,0,2,52,359,27,0,0,0,0,128,204
3663000,16000US3663000,Rochester city,206848,75908,167199,,77806,509,6195,23,648,6110,39649,23130,4578,1473,210,144,7141,2973
3663132,16000US3663132,Rock Hill CDP,1516,1152,1359,,143,0,22,0,0,42,157,157,0,0,0,0,0,0
3663264,16000US3663264,Rockville Centre village,24492,19435,21814,,1458,0,632,0,22,267,2678,1521,44,0,0,0,836,277
3663319,16000US3663319,Rocky Point CDP,13521,11462,12292,,187,0,91,0,442,110,1229,1034,0,0,0,0,82,113
3663330,16000US3663330,Rodman CDP,155,151,155,,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3663418,16000US3663418,Rome city,32253,26871,30056,,1993,31,438,0,28,695,2197,1589,62,8,0,0,296,242
3663429,16000US3663429,Romulus CDP,381,354,378,,4,0,0,3,0,17,3,3,0,0,0,0,0,0
3663473,16000US3663473,Ronkonkoma CDP,18309,13276,15828,,596,99,1268,59,205,325,2481,1968,32,0,0,0,300,181
3663506,16000US3663506,Roosevelt CDP,16899,232,10131,,9629,2,89,0,31,148,6768,2719,213,500,0,0,2072,1264
3663583,16000US3663583,Roscoe CDP,520,508,508,,0,0,0,0,0,0,12,12,0,0,0,0,0,0
3663742,16000US3663742,Rosendale Hamlet CDP,1103,977,1068,,40,0,24,0,0,27,35,26,0,0,0,0,9,0
3663770,16000US3663770,Roslyn village,2855,2143,2629,,37,0,312,0,118,19,226,160,0,0,0,0,66,0
3663792,16000US3663792,Roslyn Estates village,1257,1143,1243,,10,0,90,0,0,0,14,14,0,0,0,0,0,0
3663803,16000US3663803,Roslyn Harbor village,898,740,877,,7,0,119,0,0,11,21,21,0,0,0,0,0,0
3663814,16000US3663814,Roslyn Heights CDP,6553,3698,5593,,258,0,1533,0,16,88,960,477,94,15,58,0,316,0
3663924,16000US3663924,Rotterdam CDP,20018,16681,19111,,1111,1,229,0,102,987,907,661,96,0,0,0,128,22
3663957,16000US3663957,Round Lake village,866,831,860,,5,0,6,0,0,18,6,6,0,0,0,0,0,0
3663979,16000US3663979,Rouses Point village,2319,2223,2306,,8,10,26,3,4,32,13,11,0,0,0,0,0,2
3664155,16000US3664155,Rushford CDP,488,426,474,,0,0,0,0,0,48,14,11,0,0,0,0,0,3
3664199,16000US3664199,Rushville village,655,634,643,,7,0,0,0,0,2,12,8,0,4,0,0,0,0
3664232,16000US3664232,Russell Gardens village,993,628,958,,0,0,305,0,11,14,35,28,0,0,2,0,1,4
3664309,16000US3664309,Rye city,15820,13109,14762,,161,120,872,0,126,374,1058,848,42,0,11,0,111,46
3664325,16000US3664325,Rye Brook village,9487,7075,7996,,138,14,601,0,11,157,1491,1192,0,0,0,0,299,0
3664408,16000US3664408,Sackets Harbor village,1674,1450,1540,,12,0,15,0,6,57,134,126,0,0,0,0,0,8
3664430,16000US3664430,Saddle Rock village,722,594,704,,18,0,73,0,0,19,18,7,0,0,0,0,11,0
3664441,16000US3664441,Saddle Rock Estates CDP,532,493,532,,0,0,39,0,0,0,0,0,0,0,0,0,0,0
3664452,16000US3664452,Sagaponack village,264,255,255,,0,0,0,0,0,0,9,9,0,0,0,0,0,0
3664485,16000US3664485,Sag Harbor village,1905,1536,1702,,88,0,46,0,6,26,203,170,0,0,0,0,31,2
3664551,16000US3664551,St. Bonaventure CDP,1909,1607,1816,,123,3,70,0,9,4,93,6,0,0,0,0,62,25
3664584,16000US3664584,St. James CDP,13671,11783,12689,,48,0,674,0,5,179,982,798,82,0,0,0,96,6
3664639,16000US3664639,St. Johnsville village,1947,1835,1893,,11,4,25,0,13,5,54,45,0,0,0,0,9,0
3664716,16000US3664716,St. Regis Falls CDP,399,399,399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664749,16000US3664749,Salamanca city,5497,3646,5126,,142,953,37,0,2,346,371,166,0,70,0,0,110,25
3664771,16000US3664771,Salem CDP,791,759,780,,2,8,0,0,11,0,11,5,0,0,0,0,6,0
3664842,16000US3664842,Salisbury CDP,12133,7695,10177,,123,0,1846,0,277,236,1956,891,16,0,30,0,1006,13
3664859,16000US3664859,Salisbury Mills CDP,301,287,301,,0,0,0,0,14,0,0,0,0,0,0,0,0,0
3664881,16000US3664881,Saltaire village,8,8,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664892,16000US3664892,Salt Point CDP,206,206,206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664958,16000US3664958,Sanborn CDP,987,962,983,,16,5,0,0,0,0,4,4,0,0,0,0,0,0
3665024,16000US3665024,Sand Ridge CDP,686,671,681,,0,0,0,0,0,10,5,0,0,0,0,0,0,5
3665035,16000US3665035,Sands Point village,2862,2368,2704,,20,2,283,0,9,22,158,120,0,0,0,0,21,17
3665068,16000US3665068,Sandy Creek village,771,744,771,,5,0,0,1,0,21,0,0,0,0,0,0,0,0
3665233,16000US3665233,Saranac Lake village,5700,5111,5507,,281,96,0,0,0,19,193,128,0,0,0,0,31,34
3665255,16000US3665255,Saratoga Springs city,27943,24896,27002,,705,0,977,0,19,405,941,661,57,32,0,0,135,56
3665288,16000US3665288,Saugerties village,3847,3348,3521,,39,0,18,0,9,107,326,182,0,0,0,0,144,0
3665310,16000US3665310,Saugerties South CDP,1989,1684,1832,,72,8,0,0,0,68,157,135,0,0,0,0,7,15
3665332,16000US3665332,Savannah CDP,600,451,530,,2,5,0,0,0,72,70,33,0,0,0,0,0,37
3665354,16000US3665354,Savona village,748,669,724,,4,0,43,0,0,8,24,9,2,0,0,0,11,2
3665409,16000US3665409,Sayville CDP,15910,14493,15260,,134,0,365,0,5,263,650,576,10,0,0,0,39,25
3665431,16000US3665431,Scarsdale village,17837,13267,16768,,223,0,2677,6,89,506,1069,871,7,10,0,0,169,12
3665475,16000US3665475,Schaghticoke village,642,618,642,,19,1,4,0,0,0,0,0,0,0,0,0,0,0
3665508,16000US3665508,Schenectady city,65334,34309,58294,,12407,306,3873,74,3210,4115,7040,2579,814,24,375,0,2309,939
3665519,16000US3665519,Schenevus CDP,652,652,652,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665585,16000US3665585,Schoharie village,879,784,849,,41,0,20,0,0,4,30,11,0,0,0,0,10,9
3665640,16000US3665640,Schroon Lake CDP,769,766,769,,2,0,0,0,0,1,0,0,0,0,0,0,0,0
3665750,16000US3665750,Schuylerville village,1494,1453,1462,,0,0,1,0,0,8,32,29,0,0,0,0,3,0
3665761,16000US3665761,Scio CDP,589,558,585,,3,0,0,0,3,21,4,4,0,0,0,0,0,0
3665882,16000US3665882,Scotchtown CDP,9997,3638,7367,,2798,0,696,0,54,181,2630,895,136,79,0,0,788,732
3665893,16000US3665893,Scotia village,7667,6861,7245,,174,5,35,0,33,137,422,394,20,0,0,0,0,8
3665926,16000US3665926,Scottsburg CDP,112,112,112,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665948,16000US3665948,Scotts Corners CDP,593,498,587,,31,0,47,0,11,0,6,0,6,0,0,0,0,0
3665959,16000US3665959,Scottsville village,1921,1577,1766,,136,0,28,0,0,25,155,128,5,0,0,0,14,8
3666047,16000US3666047,Sea Cliff village,5038,4340,4561,,61,0,78,0,0,82,477,289,0,0,0,0,188,0
3666058,16000US3666058,Seaford CDP,15040,13683,14122,,3,0,315,0,0,121,918,804,0,30,7,0,56,21
3666102,16000US3666102,Searingtown CDP,4593,2191,4512,,86,6,1867,0,252,110,81,57,0,15,9,0,0,0
3666212,16000US3666212,Selden CDP,20093,14118,16882,,847,16,1421,0,0,480,3211,2389,92,0,0,0,647,83
3666322,16000US3666322,Seneca Falls CDP,6055,5436,5880,,196,65,149,0,2,32,175,153,7,0,0,0,15,0
3666366,16000US3666366,Seneca Knolls CDP,2068,1840,1928,,0,0,0,0,0,88,140,140,0,0,0,0,0,0
3666481,16000US3666481,Setauket-East Setauket CDP,13235,10860,12330,,140,0,1072,0,90,168,905,765,0,7,0,0,90,43
3666663,16000US3666663,Sharon Springs village,563,469,554,,0,3,68,0,0,14,9,9,0,0,0,0,0,0
